RegistroANS;Trimestre;Ano;ValorDespesas
325465;Q2;2025;17130834.56
379280;Q1;2025;50080008.11
328294;Q3;2025;77193648.87
331104;Q2;2025;1400434.54
319180;Q3;2025;42979858.61
323268;Q3;2025;286915922.52
300730;Q3;2025;2633813.12
324159;Q1;2025;16410418
342807;Q1;2025;38513434.5
304344;Q2;2025;44313719.46
410624;Q3;2025;7185229.14
424048;Q3;2025;4489517.21
349712;Q2;2025;164057710.16
406805;Q2;2025;10833601.19
334154;Q3;2025;63428134.28
422681;Q3;2025;58963369.22
302147;Q3;2025;4430731709.41
409634;Q3;2025;6639891.78
415081;Q1;2025;601730.21
419079;Q1;2025;14426.14
318299;Q1;2025;57502692.66
306762;Q1;2025;41616243.03
421731;Q3;2025;61167461.29
418129;Q1;2025;1425485.53
417131;Q2;2025;1155083.28
301949;Q2;2025;344095054.38
350346;Q1;2025;5481426.31
315729;Q3;2025;478871009.48
378216;Q2;2025;30097355.72
316997;Q1;2025;1532924.66
382639;Q1;2025;456873.43
319121;Q1;2025;132203582.69
301574;Q3;2025;180542958.56
314251;Q1;2025;17771323.75
330809;Q3;2025;71684442.83
361011;Q1;2025;145107614.28
422304;Q3;2025;5068751.25
304123;Q2;2025;25249570.81
316458;Q3;2025;20991720.15
325031;Q1;2025;19511623.74
418919;Q3;2025;37545480.27
407534;Q2;2025;1223637.54
407224;Q3;2025;3867936.43
417491;Q1;2025;821312.65
311375;Q2;2025;102361428.76
413721;Q2;2025;15386735.25
335614;Q3;2025;1213177893.18
409413;Q3;2025;10347010.62
322571;Q1;2025;28454734.58
358053;Q1;2025;13069639.11
344800;Q1;2025;76860965.34
422835;Q2;2025;7638837.46
367397;Q3;2025;242362198.57
333808;Q1;2025;14199446.3
419281;Q3;2025;1253390.84
346209;Q2;2025;58813712.55
422479;Q1;2025;20145.68
313475;Q3;2025;10732633.78
421154;Q2;2025;22148368.96
422631;Q3;2025;33191605.67
314587;Q1;2025;10402720.36
414573;Q1;2025;18484477.18
324361;Q3;2025;189679416.3
323942;Q2;2025;19083372.52
347736;Q3;2025;27744924.06
311146;Q3;2025;47025844.27
335479;Q2;2025;202880823.22
420271;Q3;2025;13415598.62
419591;Q2;2025;2672342.51
336858;Q2;2025;45085886.25
369659;Q2;2025;254957127.42
385255;Q1;2025;37360059.48
322326;Q2;2025;5236122.23
417548;Q2;2025;86880823.2
364592;Q1;2025;14621056.39
418170;Q1;2025;91948117.85
323357;Q2;2025;33196526.71
421006;Q1;2025;16124343.55
354279;Q1;2025;20298131.02
318566;Q3;2025;107467350.44
347825;Q2;2025;5200972.67
393321;Q2;2025;43905275.41
353027;Q1;2025;16469547.46
422941;Q2;2025;2840
309222;Q1;2025;502737234.24
309524;Q1;2025;7272764.04
411582;Q2;2025;28266018.84
350494;Q2;2025;41954394.23
408263;Q2;2025;5071724.85
351407;Q3;2025;92030028.16
406813;Q1;2025;929200.72
314668;Q1;2025;45234832.87
352519;Q1;2025;4075805.09
343153;Q3;2025;9013214.17
337374;Q1;2025;63187066.26
334243;Q2;2025;3482190.35
306754;Q2;2025;21864090.64
318213;Q2;2025;20612125.09
343684;Q2;2025;26844963.25
422720;Q2;2025;133992296.94
346276;Q3;2025;216698386.76
312720;Q2;2025;315536094.14
345709;Q1;2025;29741042.65
305227;Q1;2025;22751546.13
355151;Q1;2025;82005527.72
327352;Q2;2025;13753417.87
418617;Q3;2025;31718909.87
363855;Q2;2025;45247506.51
344184;Q1;2025;886413.49
418994;Q3;2025;478543.31
314366;Q1;2025;806568.16
301728;Q2;2025;28734422.17
307319;Q3;2025;208621206.54
362832;Q1;2025;7639796.37
358339;Q1;2025;1541897.63
342203;Q3;2025;14226198.53
423351;Q1;2025;5128852.61
363189;Q2;2025;5027404.53
352331;Q2;2025;568147529.45
319384;Q2;2025;82453904.7
419524;Q1;2025;311634.77
306398;Q1;2025;135438392.8
331317;Q3;2025;236682508.02
420000;Q3;2025;48437458.9
419010;Q3;2025;325470913.48
355577;Q3;2025;54301537.18
368148;Q1;2025;17703860.75
417220;Q1;2025;599121.58
327638;Q2;2025;8717715.04
354325;Q3;2025;61465279.37
416690;Q3;2025;60727066.44
350249;Q3;2025;232085912.53
311391;Q2;2025;5654324.63
321087;Q2;2025;27869222.72
315583;Q3;2025;14725289.1
340251;Q3;2025;54798908.65
343676;Q1;2025;15127374.6
320820;Q3;2025;39205490.96
303178;Q3;2025;53283704.84
328537;Q1;2025;37641327.32
350648;Q1;2025;8193213.08
333662;Q3;2025;138893757.31
335754;Q3;2025;83442675.51
410292;Q1;2025;17099464.49
414212;Q1;2025;6407809.12
328375;Q1;2025;6406115.28
333875;Q2;2025;26140192.96
422029;Q2;2025;136842248.95
412015;Q2;2025;1827224.52
417831;Q2;2025;1786930.5
422771;Q3;2025;57822769.66
343463;Q2;2025;37284865.07
364584;Q2;2025;209169245.17
343676;Q3;2025;47126791.54
342157;Q1;2025;2544526.85
422088;Q2;2025;1395579.77
344788;Q1;2025;2827472.18
353698;Q2;2025;9154788.9
323080;Q2;2025;2346657264.15
000701;Q1;2025;1205194240.59
303178;Q1;2025;16312706.45
388092;Q1;2025;2074564.59
355691;Q2;2025;297333432.24
401081;Q3;2025;84540282.47
422754;Q2;2025;183297.47
413330;Q3;2025;28423070.96
415910;Q2;2025;1236405.4
350699;Q2;2025;61336936.88
357022;Q3;2025;63540138
302228;Q1;2025;6285381.92
352586;Q2;2025;31347686
413747;Q3;2025;3003964.17
343889;Q2;2025;2743987638.56
414654;Q1;2025;1585683.55
304212;Q1;2025;2485208.98
424188;Q3;2025;1800511827.15
357511;Q1;2025;241599986.26
411868;Q2;2025;3888404.49
415944;Q2;2025;68474.5
419958;Q2;2025;16021061.67
327417;Q2;2025;123601124.74
345776;Q2;2025;28380794.05
410128;Q2;2025;21054355.5
406937;Q3;2025;16943984.15
314218;Q2;2025;341876341.75
300136;Q1;2025;28729013.43
324299;Q1;2025;8188441.83
419141;Q1;2025;26422662.84
341941;Q3;2025;12639124.29
422827;Q1;2025;5750070.56
382655;Q1;2025;1422381.65
359289;Q1;2025;38608164.19
385697;Q3;2025;318950999.37
320251;Q1;2025;53956546.13
354562;Q1;2025;41785372.2
415065;Q1;2025;11477004.23
335789;Q1;2025;6105296.57
359661;Q2;2025;1182156279.04
420841;Q1;2025;2848.8
414905;Q3;2025;45011721.09
353060;Q2;2025;121043963.68
416410;Q3;2025;56469.49
371106;Q1;2025;48096257.97
423564;Q2;2025;502591.14
419427;Q3;2025;52966648
333867;Q3;2025;10391658.52
344915;Q1;2025;1008771.89
423645;Q2;2025;46824.57
333239;Q1;2025;327877.36
316903;Q3;2025;374581.83
412759;Q2;2025;15131467.43
414310;Q2;2025;56105407.02
323055;Q2;2025;30009428.52
309222;Q3;2025;1590274861.63
323926;Q2;2025;45068771.44
301124;Q2;2025;17666864.4
304131;Q1;2025;28161018.18
343722;Q3;2025;11410079.31
366340;Q2;2025;24812556.04
416410;Q1;2025;5965.44
317144;Q1;2025;628048750.62
358339;Q3;2025;4554328.88
333662;Q1;2025;38566184.38
402206;Q2;2025;10864090.34
421006;Q3;2025;44913641.87
326500;Q3;2025;285185925.67
416428;Q3;2025;26919092.09
414573;Q3;2025;57747130.19
409286;Q1;2025;90940.11
422827;Q3;2025;21675766.53
415936;Q3;2025;33870101.17
423319;Q3;2025;39800415.29
424170;Q1;2025;240338.68
385697;Q1;2025;92960689.2
408794;Q1;2025;7756918.99
419141;Q3;2025;92080649.45
415065;Q3;2025;39930445.13
348244;Q3;2025;73333330.05
335258;Q2;2025;10939318.11
402001;Q2;2025;5315723.99
347507;Q2;2025;104924529.26
414492;Q3;2025;139540863.07
367095;Q3;2025;291735114.05
354562;Q3;2025;161372210.63
311146;Q1;2025;16579706.97
356417;Q3;2025;323561866.82
389854;Q1;2025;2976340.62
406945;Q2;2025;26430650.24
354031;Q2;2025;252463291.44
325236;Q3;2025;72550823.99
401081;Q1;2025;28854111.64
300713;Q2;2025;59413508.81
408093;Q3;2025;3621592.46
355593;Q1;2025;12203787.16
324213;Q2;2025;1620417.3
421723;Q2;2025;1004405.32
302228;Q3;2025;21291572.47
303844;Q1;2025;9999084.13
306886;Q3;2025;406064541.05
422746;Q3;2025;2858933.71
358053;Q3;2025;114283799.48
362140;Q2;2025;44396797.03
382639;Q3;2025;1793692.4
306762;Q3;2025;129467491.4
418072;Q2;2025;42787.27
419052;Q2;2025;27395787.59
415243;Q1;2025;1068531.01
371254;Q2;2025;384708012.62
348082;Q3;2025;201447754.37
344800;Q3;2025;230068808.69
364070;Q2;2025;14274947.07
336467;Q3;2025;12543297.48
418919;Q1;2025;11089044.41
339458;Q2;2025;2274998.2
408522;Q3;2025;997622.63
319422;Q3;2025;64092576.87
397245;Q2;2025;554175.16
346951;Q3;2025;51066206.31
325082;Q2;2025;4811496.75
302627;Q1;2025;9249631.6
314366;Q3;2025;2659162.35
335614;Q1;2025;348229978.42
304395;Q3;2025;91475484.58
414352;Q3;2025;101772578.34
342203;Q1;2025;4347354.33
406813;Q3;2025;3105866.87
368253;Q3;2025;7758438096.48
401480;Q1;2025;5995847.31
422959;Q2;2025;2523386.55
379280;Q3;2025;163211235.46
331317;Q1;2025;72897411.63
347108;Q1;2025;11836322.2
304883;Q2;2025;127057026.39
418803;Q2;2025;44800814.61
370681;Q2;2025;90329400.04
419753;Q2;2025;4165347.24
424048;Q1;2025;609816.24
315567;Q3;2025;137906675.57
324477;Q1;2025;78780076.37
355593;Q3;2025;39978083
321338;Q1;2025;435104.41
358096;Q3;2025;70897606.69
413160;Q1;2025;11632046.35
363391;Q2;2025;3361471.76
354325;Q1;2025;19761629.54
343153;Q1;2025;3386245.5
347795;Q3;2025;4489685.47
000884;Q3;2025;251244185.15
330116;Q1;2025;11095298.53
417297;Q3;2025;72821738.94
422487;Q2;2025;4398249.55
005711;Q3;2025;24116517223
361011;Q3;2025;417413566.52
415936;Q1;2025;9629800.67
344915;Q3;2025;2802710.63
372561;Q2;2025;39871039.18
330809;Q1;2025;28991675.01
413267;Q2;2025;1281530.63
361569;Q2;2025;7189599.99
372609;Q1;2025;57895631.85
329665;Q2;2025;13533926.38
335517;Q3;2025;63938499.39
328294;Q1;2025;23761669.24
369411;Q3;2025;121509445.38
350141;Q1;2025;338708539.61
301744;Q2;2025;32155153.82
414492;Q1;2025;40984908.36
367397;Q1;2025;74449764.16
389854;Q3;2025;9720477.08
304468;Q2;2025;60020547.53
359122;Q2;2025;47848243.98
411809;Q2;2025;5362028.32
421634;Q3;2025;3595069.69
316873;Q1;2025;31969866.09
386588;Q1;2025;70554984.81
384577;Q2;2025;351335370.27
000582;Q3;2025;4534185104.08
422151;Q2;2025;8299016.61
306886;Q1;2025;128408414.77
348261;Q2;2025;23801599.69
331651;Q1;2025;18853216.42
413518;Q2;2025;10500310.66
422070;Q2;2025;25914423.11
361461;Q2;2025;39091853.55
306100;Q2;2025;76592114.89
423912;Q2;2025;177539.47
313751;Q2;2025;19751555.95
309524;Q3;2025;23111335.03
344451;Q3;2025;16075893.38
346926;Q3;2025;1012203667.64
324345;Q3;2025;108637217.33
303976;Q2;2025;755713367.14
346004;Q2;2025;9713997.21
318566;Q1;2025;34219043.08
409405;Q2;2025;1534134.19
419419;Q2;2025;18148728.64
422371;Q2;2025;16234800.56
305421;Q2;2025;1857523.92
423432;Q1;2025;848570.21
304531;Q2;2025;4821678.04
423203;Q2;2025;1724764.95
300136;Q3;2025;86687647.99
417661;Q3;2025;49163683.53
333808;Q3;2025;44742792.62
354783;Q1;2025;82022598.47
365530;Q2;2025;22474743.9
374440;Q3;2025;26035595.41
364860;Q1;2025;38063370.34
348520;Q2;2025;463184706.76
327557;Q2;2025;52754149.64
419486;Q3;2025;43617498.39
410110;Q3;2025;19252669.63
348830;Q1;2025;55073479.63
419974;Q2;2025;4554929.88
311715;Q3;2025;111417356.19
422355;Q1;2025;868650.49
322571;Q3;2025;92121812.49
416584;Q3;2025;34485466.6
411256;Q3;2025;360223380.77
316903;Q1;2025;124677.97
412058;Q2;2025;15660588.37
303267;Q2;2025;222898873.57
418137;Q2;2025;12554328.75
326305;Q2;2025;10839042884.31
339679;Q2;2025;3240599961.22
309087;Q2;2025;39281234.59
422762;Q3;2025;16601349.03
382876;Q1;2025;606539170.54
416801;Q2;2025;41748279.49
418021;Q2;2025;162730437.77
417475;Q1;2025;1941592.52
343269;Q1;2025;250136910.73
353264;Q3;2025;18863813.92
357391;Q2;2025;925283690.71
373109;Q2;2025;1959451.18
302953;Q3;2025;336581569.06
336106;Q1;2025;81792709.21
415626;Q2;2025;12784281.17
342343;Q3;2025;33268176.52
368555;Q1;2025;6732582.72
423718;Q1;2025;4823111.7
343404;Q2;2025;958045.74
413747;Q1;2025;1024378.27
318035;Q2;2025;27391012.57
354996;Q2;2025;15856479.89
352314;Q3;2025;67881344.81
357669;Q1;2025;4861766.63
418587;Q1;2025;16756849.44
345091;Q1;2025;14961508.1
311618;Q2;2025;53333951.92
416525;Q1;2025;2547541.06
354619;Q2;2025;17010267.8
344141;Q1;2025;912829.78
423335;Q3;2025;40609005.87
361941;Q1;2025;24729411.76
408034;Q1;2025;1219017.36
419524;Q3;2025;869935.51
402966;Q2;2025;10535920.47
324299;Q3;2025;22117501.76
421707;Q2;2025;6286661.14
356476;Q2;2025;63668928.53
310247;Q1;2025;67168473.46
351202;Q3;2025;615005472.58
335541;Q2;2025;33327157.46
310981;Q1;2025;3106742.67
417106;Q2;2025;1153567.62
418749;Q1;2025;1428839.03
317632;Q3;2025;255626466.56
340251;Q1;2025;17797777.18
315648;Q3;2025;33701793.91
360414;Q2;2025;31639993.46
303623;Q1;2025;192029482.97
321931;Q2;2025;21393216.75
311294;Q2;2025;86867929.52
352179;Q2;2025;41031301.71
353353;Q3;2025;434144478.89
416398;Q1;2025;16400169.11
352683;Q2;2025;126164827
410608;Q1;2025;3262438.07
390259;Q3;2025;6286214.89
324493;Q2;2025;101402556.27
315583;Q1;2025;6815581.45
423173;Q3;2025;149697440
320862;Q2;2025;50038078.77
370088;Q1;2025;16142454.09
361593;Q3;2025;9278320.41
370592;Q1;2025;3855297.31
423661;Q2;2025;41628415.2
307751;Q2;2025;60833525.78
419851;Q1;2025;2477142.7
358754;Q2;2025;30948585.95
337498;Q3;2025;51420796.61
421421;Q2;2025;125788780.44
354627;Q3;2025;38714962.51
306045;Q3;2025;6537741.3
352519;Q3;2025;11781113.06
344885;Q1;2025;352427564.39
324175;Q3;2025;22317147.2
411752;Q3;2025;145515020.26
420981;Q1;2025;1516452.39
403962;Q2;2025;30691192.81
421871;Q1;2025;2341437.47
324523;Q1;2025;198.58
330281;Q3;2025;36049492.27
419150;Q1;2025;13607044.11
357138;Q2;2025;74632588.33
342611;Q3;2025;96336249.93
327328;Q1;2025;282159.35
337374;Q3;2025;219635810.34
366561;Q2;2025;155367941.54
305472;Q3;2025;73063177.93
342955;Q2;2025;1956558.78
416401;Q1;2025;45328501.42
313475;Q1;2025;3534694.43
360783;Q1;2025;2938905.88
345458;Q1;2025;15986586.53
331988;Q2;2025;225444017.49
367613;Q2;2025;4843723.01
327689;Q3;2025;766086235.58
417815;Q2;2025;33032512.88
370070;Q1;2025;120972273.99
420166;Q1;2025;44169153.85
324361;Q1;2025;58779300.54
413551;Q3;2025;645496.62
422398;Q1;2025;23026981.04
309907;Q1;2025;34555131.88
318477;Q1;2025;26388334.65
347655;Q1;2025;26362019.42
385255;Q3;2025;118389420.66
342084;Q2;2025;657586799.13
415987;Q1;2025;1051624.06
346659;Q1;2025;1821923779.06
362832;Q3;2025;27793332.2
421766;Q3;2025;57858804.19
326755;Q1;2025;45638422.88
423441;Q3;2025;7171650.97
313211;Q3;2025;97555159.95
358088;Q2;2025;117992153.24
421367;Q1;2025;1484944.68
347736;Q1;2025;9167721.04
416738;Q2;2025;40907020.72
326861;Q1;2025;73551777.82
000477;Q1;2025;93880682.42
350371;Q1;2025;59617575.89
422339;Q3;2025;299940659.04
343731;Q3;2025;715508786.35
418820;Q1;2025;11404058.95
359777;Q1;2025;59002483.44
422631;Q1;2025;30838913.81
344397;Q2;2025;186479131.93
420085;Q1;2025;3855833.88
337561;Q3;2025;12953599.93
317012;Q3;2025;43119382.85
306126;Q3;2025;141276585.33
006246;Q3;2025;20047570696.4
320897;Q2;2025;40782418.35
354295;Q3;2025;186476790.48
320706;Q1;2025;98591544.35
311618;Q3;2025;80013244.36
419249;Q2;2025;239853500.42
304701;Q2;2025;1570957445.64
401480;Q3;2025;17465204.38
412635;Q2;2025;9521909.91
353663;Q1;2025;95707596.61
413160;Q3;2025;38372032.59
423661;Q3;2025;67955530.72
307751;Q3;2025;93590998.2
420701;Q3;2025;27662722.82
343269;Q2;2025;498513834.93
417661;Q2;2025;31052008.23
419028;Q2;2025;1498193.93
358096;Q1;2025;22777829.02
309028;Q2;2025;6153640.88
312347;Q3;2025;109159899.34
340952;Q2;2025;216671375.25
334561;Q3;2025;547591438.53
301060;Q2;2025;28521176.99
407569;Q2;2025;3421666.04
352179;Q3;2025;65193145.45
416495;Q2;2025;35075235.14
406481;Q2;2025;43589309.96
315044;Q2;2025;113339183.12
410110;Q2;2025;13149991.73
329339;Q3;2025;238043635.1
319996;Q3;2025;939046852.29
413429;Q2;2025;9799617.19
352501;Q3;2025;2807140036.21
421561;Q2;2025;416773.42
356417;Q1;2025;98987030.79
336467;Q1;2025;3720371.32
417947;Q2;2025;65715242.15
406554;Q2;2025;64488619.52
421618;Q3;2025;4013116.69
360449;Q3;2025;933735045.07
412996;Q3;2025;6561049.01
330566;Q2;2025;56167832.77
336831;Q2;2025;66189401.96
358436;Q3;2025;14106490.72
314099;Q2;2025;105964666.96
357715;Q3;2025;31370774.91
356123;Q1;2025;34643329.44
362573;Q2;2025;19381473.61
386596;Q3;2025;85369517.26
361615;Q3;2025;82449193.43
345741;Q3;2025;1856157.66
420093;Q3;2025;3267960.1
359033;Q1;2025;9210445.24
330108;Q3;2025;85965725.17
422321;Q1;2025;14613755.83
342386;Q3;2025;29408220.89
345091;Q2;2025;32952071.76
342131;Q2;2025;15910491.97
349682;Q2;2025;162581764.58
395480;Q2;2025;37423280.41
418374;Q3;2025;69703213.56
304051;Q1;2025;25637777.07
419486;Q1;2025;14107653.46
346951;Q1;2025;15655349.67
324566;Q1;2025;18628240.88
347795;Q1;2025;1377650.17
422584;Q2;2025;11891150.32
330116;Q3;2025;34497210.01
354066;Q3;2025;290170797.59
421197;Q1;2025;23701189.83
342033;Q2;2025;375217829.23
353353;Q2;2025;280163653.3
415693;Q2;2025;80223469.36
420085;Q3;2025;14564781.09
334847;Q3;2025;13782818.25
315567;Q1;2025;44647215.63
417955;Q2;2025;33075323.22
416428;Q1;2025;1053537.38
309907;Q3;2025;100611799.04
346926;Q1;2025;339345947.14
306126;Q1;2025;43748678.28
342033;Q1;2025;183408719.34
423700;Q1;2025;1940.05
324477;Q2;2025;151135184.8
410888;Q3;2025;23680208.32
321125;Q2;2025;9741830.3
337188;Q2;2025;147496588.81
327689;Q2;2025;505372770.2
420166;Q3;2025;134232308.87
339679;Q1;2025;1603725432.27
333239;Q3;2025;949872.53
366064;Q2;2025;34863050.55
335100;Q2;2025;625659693.57
355721;Q2;2025;424086492.19
385620;Q1;2025;11518543.22
406635;Q1;2025;1938497.85
343722;Q1;2025;3123840.54
414701;Q2;2025;4309167.72
348830;Q2;2025;113681799.6
423173;Q1;2025;66088065.98
348520;Q3;2025;702951195.6
335100;Q1;2025;299531883.53
344788;Q3;2025;10722319.18
394734;Q1;2025;20181647.42
389358;Q2;2025;5109739.03
320838;Q3;2025;776790.64
416801;Q3;2025;67040518.67
339954;Q3;2025;518424666.68
406554;Q1;2025;38201727.44
305626;Q2;2025;13215734.31
417947;Q3;2025;98194437.41
320820;Q1;2025;10613737.74
319872;Q1;2025;977782.98
347108;Q3;2025;40244154.64
414387;Q2;2025;2868951.25
356476;Q3;2025;99969811.19
415111;Q1;2025;61834619.22
311057;Q1;2025;64547.93
335592;Q2;2025;563817103.22
380661;Q2;2025;180019223.63
302627;Q2;2025;21190646
315648;Q1;2025;11037437.84
301060;Q3;2025;44476632
321931;Q3;2025;35380820.19
311847;Q2;2025;172858038.28
414930;Q2;2025;49518559.27
317233;Q2;2025;159943319.52
336017;Q2;2025;2058285.03
421634;Q2;2025;2226702.12
363286;Q3;2025;36027061.68
344729;Q1;2025;35761778.94
418587;Q3;2025;50010920.94
419699;Q1;2025;9865963.2
338346;Q2;2025;37010167.36
357511;Q3;2025;763390244.45
421189;Q3;2025;3065643.56
304395;Q2;2025;59768119.69
384704;Q3;2025;21377285.41
413429;Q3;2025;14680517.09
324566;Q2;2025;39839827.36
413267;Q3;2025;1967494.74
372561;Q1;2025;19208762.86
418617;Q1;2025;10840721.17
354295;Q2;2025;118438971.85
421642;Q2;2025;44905.01
419851;Q3;2025;8522173.47
418218;Q2;2025;1992772.69
423718;Q3;2025;6478653.45
335592;Q3;2025;864354593.27
353663;Q2;2025;201701701.87
343765;Q3;2025;22115699.11
312592;Q2;2025;53734555.32
413283;Q2;2025;2193204.99
321338;Q2;2025;534454.41
335789;Q3;2025;18221573.61
404241;Q1;2025;4039046.38
337498;Q1;2025;17291994.5
420077;Q3;2025;226608243.97
365645;Q1;2025;3344445.7
362573;Q3;2025;31340604.67
302953;Q1;2025;98326890.27
365777;Q3;2025;56734977.9
420051;Q1;2025;250403.13
337188;Q1;2025;67853975.58
314706;Q1;2025;2606520.86
310239;Q3;2025;18135913.58
331651;Q2;2025;39744795.74
316881;Q3;2025;107878204.12
338346;Q1;2025;16994463.06
349534;Q2;2025;60783309.08
314668;Q3;2025;148548328.77
419974;Q3;2025;7158334.84
311715;Q2;2025;69559647.26
303267;Q3;2025;349466221.52
421928;Q2;2025;204258531.68
368148;Q3;2025;52945778.15
421766;Q2;2025;33522782.96
